predicted class,x,y
Protuberance menti,273.5,385.5
Pogonion,273.0,393.0
Menton,258.0,405.5
Go-1 Corpuus left,173.0,337.5
Go-2 Ramus down,161.5,261.0
Articulare,160.5,241.5
R3,193.5,253.5
R1,217.5,293.5
Maxilla 1 crown,305.5,341.0
Maxilla 1 root,293.5,297.0
Mandible 1 crown,302.0,337.0
Mandible 1 root,277.5,365.5
Maxilla 6 distal,237.0,305.5
Maxilla 6 root,253.0,277.5
Mandible 6 distal,233.0,317.0
Mandible 6 root,225.0,345.5
Glabella,333.5,161.5
Soft tissue naison,325.0,197.5
Dorsum of nose,349.5,249.5
pronasale,357.0,269.5
Colunella,345.0,285.0
Subnasalle,329.0,289.5
Soft tissue A point,329.0,297.0
Labrale superius,333.5,313.0
Upper lip,336.5,325.5
Stms,321.0,337.5
Upper embrasure,309.0,334.0
Lower embrasure,305.5,341.0
Stmi,317.0,341.0
Lower lip,325.0,353.0
Labial Inferius,321.0,361.0
Soft tissue b point,305.0,373.0
Soft tissue pogonion,301.0,393.5
Soft tissue Gnathion,285.0,409.0
Soft tissue Menton,261.5,421.0
Cervical point,197.0,425.0
Nasion,361.0,174.0
Sella,213.5,177.0
Porion,157.0,205.5
Orbitale,325.5,229.0
Pterygoid,245.5,217.5
Basion,153.5,253.0
ANS,349.0,281.5
PNS,241.0,269.5
A point,337.5,289.5
B point,313.5,369.0
Protuberance menti,309.5,385.5
Pogonion,309.5,393.0
Menton,294.0,405.5
Go-1 Corpuus left,193.0,337.5
Go-2 Ramus down,173.0,261.0
Articulare,173.0,237.5
R3,210.0,253.0
R1,237.5,293.5
Maxilla 1 crown,341.5,341.0
Maxilla 1 root,329.5,293.5
Mandible 1 crown,337.5,333.5
Mandible 1 root,313.5,361.5
Maxilla 6 distal,265.0,309.5
Maxilla 6 root,277.0,281.0
Mandible 6 distal,265.0,317.0
Mandible 6 root,249.5,345.0
Glabella,377.0,157.0
Soft tissue naison,369.0,193.0
Dorsum of nose,389.0,249.5
pronasale,393.5,269.5
Colunella,384.5,285.0
Subnasalle,365.0,289.0
Soft tissue A point,365.5,293.5
Labrale superius,369.0,309.5
Upper lip,372.5,321.5
Stms,357.5,333.0
Upper embrasure,345.5,333.5
Lower embrasure,337.5,336.5
Stmi,353.5,336.5
Lower lip,361.0,349.0
Labial Inferius,357.0,361.0
Soft tissue b point,341.0,373.0
Soft tissue pogonion,337.0,393.5
Soft tissue Gnathion,321.0,413.0
Soft tissue Menton,293.5,413.0
Cervical point,229.5,405.0
Nasion,381.5,172.5
Sella,265.5,169.0
Porion,213.0,201.0
Orbitale,361.5,221.0
Pterygoid,293.5,205.5
Basion,209.0,241.5
ANS,381.0,265.5
PNS,289.0,257.5
A point,369.0,277.5
B point,345.5,353.0
Protuberance menti,341.5,365.5
Pogonion,341.0,373.5
Menton,326.0,385.0
Go-1 Corpuus left,241.5,325.5
Go-2 Ramus down,229.0,249.5
Articulare,229.0,229.5
R3,261.5,242.0
R1,289.5,281.5
Maxilla 1 crown,373.5,324.5
Maxilla 1 root,362.0,281.0
Mandible 1 crown,369.5,317.5
Mandible 1 root,345.0,345.5
Maxilla 6 distal,305.0,293.5
Maxilla 6 root,321.0,265.5
Mandible 6 distal,304.5,301.0
Mandible 6 root,289.5,333.5
Glabella,397.0,153.0
Soft tissue naison,389.0,189.0
Dorsum of nose,413.0,237.5
pronasale,417.0,257.5
Colunella,409.5,269.5
Subnasalle,397.5,277.5
Soft tissue A point,393.0,281.0
Labrale superius,397.5,297.5
Upper lip,400.5,309.5
Stms,389.0,321.0
Upper embrasure,377.0,318.0
Lower embrasure,373.5,321.0
Stmi,385.0,321.0
Lower lip,393.0,333.0
Labial Inferius,389.0,341.0
Soft tissue b point,373.0,353.5
Soft tissue pogonion,368.5,369.0
Soft tissue Gnathion,353.0,389.0
Soft tissue Menton,329.0,397.0
Cervical point,273.0,397.0
Nasion,374.0,197.5
Sella,265.5,201.0
Porion,221.0,225.0
Orbitale,357.0,241.5
Pterygoid,290.0,229.5
Basion,217.0,261.5
ANS,373.0,277.5
PNS,289.0,269.0
A point,365.5,285.0
B point,337.5,349.0
Protuberance menti,333.0,361.5
Pogonion,333.0,365.0
Menton,322.0,373.5
Go-1 Corpuus left,245.0,321.5
Go-2 Ramus down,237.0,265.5
Articulare,232.5,249.5
R3,262.0,257.5
R1,285.5,285.5
Maxilla 1 crown,361.5,325.5
Maxilla 1 root,357.5,289.0
Mandible 1 crown,357.5,322.0
Mandible 1 root,334.0,345.5
Maxilla 6 distal,297.5,293.5
Maxilla 6 root,317.0,269.5
Mandible 6 distal,297.0,301.0
Mandible 6 root,281.5,326.0
Glabella,389.5,181.5
Soft tissue naison,381.5,213.5
Dorsum of nose,398.0,253.5
pronasale,401.5,269.0
Colunella,396.5,281.0
Subnasalle,385.5,285.5
Soft tissue A point,381.5,289.0
Labrale superius,385.0,305.5
Upper lip,389.0,309.5
Stms,377.0,321.0
Upper embrasure,366.0,318.5
Lower embrasure,361.5,325.5
Stmi,373.0,321.5
Lower lip,377.0,337.0
Labial Inferius,369.0,345.0
Soft tissue b point,357.5,353.0
Soft tissue pogonion,353.5,365.0
Soft tissue Gnathion,341.0,381.0
Soft tissue Menton,321.5,385.0
Cervical point,261.5,381.5
Nasion,353.0,157.0
Sella,217.5,177.5
Porion,177.5,217.5
Orbitale,333.5,210.0
Pterygoid,257.5,209.0
Basion,173.5,261.5
ANS,365.0,265.5
PNS,261.0,261.5
A point,357.5,277.0
B point,353.0,357.5
Protuberance menti,353.5,369.5
Pogonion,353.0,381.0
Menton,341.5,397.5
Go-1 Corpuus left,221.0,349.5
Go-2 Ramus down,193.5,265.0
Articulare,188.5,245.5
R3,229.5,253.5
R1,265.0,293.0
Maxilla 1 crown,369.0,324.5
Maxilla 1 root,349.5,281.0
Mandible 1 crown,362.5,317.5
Mandible 1 root,349.5,349.5
Maxilla 6 distal,301.5,305.5
Maxilla 6 root,309.0,277.5
Mandible 6 distal,305.0,317.0
Mandible 6 root,297.0,345.0
Glabella,369.5,140.5
Soft tissue naison,365.0,173.0
Dorsum of nose,401.5,233.5
pronasale,413.0,253.5
Colunella,401.0,269.5
Subnasalle,385.0,277.5
Soft tissue A point,381.0,281.0
Labrale superius,389.0,301.5
Upper lip,392.0,309.0
Stms,381.5,317.5
Upper embrasure,369.5,318.0
Lower embrasure,369.5,321.0
Stmi,381.0,321.0
Lower lip,389.0,333.0
Labial Inferius,385.0,341.0
Soft tissue b point,377.0,353.0
Soft tissue pogonion,380.5,377.0
Soft tissue Gnathion,369.0,397.5
Soft tissue Menton,341.5,409.0
Cervical point,277.0,413.5
Nasion,345.5,165.0
Sella,212.5,181.0
Porion,169.0,221.5
Orbitale,325.5,221.0
Pterygoid,249.5,217.5
Basion,169.5,269.0
ANS,357.0,269.5
PNS,253.0,273.0
A point,345.0,285.0
B point,341.0,361.5
Protuberance menti,341.5,377.5
Pogonion,341.5,385.5
Menton,329.5,405.0
Go-1 Corpuus left,217.5,349.0
Go-2 Ramus down,193.0,269.5
Articulare,189.0,249.5
R3,225.5,260.5
R1,257.0,297.5
Maxilla 1 crown,361.0,329.0
Maxilla 1 root,338.0,288.5
Mandible 1 crown,349.5,325.0
Mandible 1 root,338.0,357.5
Maxilla 6 distal,281.0,309.5
Maxilla 6 root,293.5,281.0
Mandible 6 distal,281.0,317.0
Mandible 6 root,277.5,349.0
Glabella,361.0,145.5
Soft tissue naison,357.5,181.5
Dorsum of nose,389.5,229.5
pronasale,401.0,253.5
Colunella,393.5,270.0
Subnasalle,377.0,277.5
Soft tissue A point,377.5,284.5
Labrale superius,385.0,301.0
Upper lip,388.5,309.0
Stms,377.0,321.5
Upper embrasure,361.0,322.0
Lower embrasure,357.0,329.0
Stmi,373.5,325.0
Lower lip,381.0,337.0
Labial Inferius,377.0,341.0
Soft tissue b point,365.0,357.5
Soft tissue pogonion,361.0,385.0
Soft tissue Gnathion,353.0,405.5
Soft tissue Menton,332.5,417.0
Cervical point,257.5,425.0
Nasion,357.5,165.0
Sella,217.0,177.0
Porion,173.0,213.0
Orbitale,329.0,225.5
Pterygoid,253.0,217.0
Basion,169.0,257.0
ANS,357.0,285.5
PNS,253.0,277.5
A point,345.5,297.5
B point,317.5,381.0
Protuberance menti,313.5,397.5
Pogonion,313.0,405.5
Menton,298.0,421.0
Go-1 Corpuus left,209.0,353.0
Go-2 Ramus down,189.0,261.0
Articulare,185.0,241.5
R3,224.5,253.0
R1,249.5,300.5
Maxilla 1 crown,349.0,349.0
Maxilla 1 root,338.0,301.0
Mandible 1 crown,341.5,345.5
Mandible 1 root,317.5,373.5
Maxilla 6 distal,281.0,321.5
Maxilla 6 root,289.5,293.0
Mandible 6 distal,281.0,329.0
Mandible 6 root,270.0,357.5
Glabella,376.5,148.5
Soft tissue naison,365.0,181.0
Dorsum of nose,401.0,245.5
pronasale,413.0,270.0
Colunella,397.0,289.5
Subnasalle,377.0,293.5
Soft tissue A point,373.0,301.0
Labrale superius,377.0,325.5
Upper lip,381.0,333.0
Stms,365.5,345.0
Upper embrasure,349.0,342.0
Lower embrasure,345.5,349.0
Stmi,361.0,345.5
Lower lip,365.0,361.0
Labial Inferius,361.0,373.0
Soft tissue b point,345.5,385.0
Soft tissue pogonion,341.0,405.0
Soft tissue Gnathion,325.0,425.0
Soft tissue Menton,301.0,437.0
Nasion,361.0,161.5
Sella,245.5,189.0
Porion,213.5,225.0
Orbitale,349.5,213.0
Pterygoid,281.5,213.0
Basion,217.5,261.0
ANS,373.5,253.5
PNS,293.0,257.5
A point,365.0,265.5
B point,357.0,337.5
Protuberance menti,358.0,349.5
Pogonion,361.0,361.5
Menton,349.5,373.5
Go-1 Corpuus left,261.5,322.0
Go-2 Ramus down,237.0,261.0
Articulare,233.0,241.5
R3,269.0,250.0
R1,297.0,281.5
Maxilla 1 crown,373.5,309.0
Maxilla 1 root,357.5,269.0
Mandible 1 crown,369.5,305.5
Mandible 1 root,354.0,333.5
Maxilla 6 distal,317.0,293.5
Maxilla 6 root,325.5,265.5
Mandible 6 distal,317.5,301.0
Mandible 6 root,310.5,325.5
Glabella,373.0,145.0
Soft tissue naison,373.5,177.0
Dorsum of nose,398.0,221.5
pronasale,405.0,237.5
Colunella,397.0,253.5
Subnasalle,385.0,261.5
Soft tissue A point,385.5,265.0
Labrale superius,389.5,285.5
Upper lip,393.0,293.5
Stms,385.0,305.5
Upper embrasure,373.5,305.5
Lower embrasure,373.5,309.0
Stmi,381.5,309.0
Lower lip,389.0,321.5
Labial Inferius,385.0,325.0
Soft tissue b point,381.0,337.0
Soft tissue pogonion,380.5,361.5
Soft tissue Gnathion,369.5,377.5
Soft tissue Menton,353.5,385.0
Cervical point,305.0,393.5
Nasion,373.5,145.0
Sella,257.0,173.0
Porion,217.5,209.0
Orbitale,358.0,201.5
Pterygoid,289.5,201.5
Basion,214.0,249.5
ANS,385.5,242.0
PNS,297.0,249.5
A point,377.0,257.0
B point,381.0,329.0
Protuberance menti,385.0,341.0
Pogonion,389.0,353.5
Menton,377.5,369.0
Go-1 Corpuus left,270.0,325.0
Go-2 Ramus down,237.0,253.0
Articulare,232.5,233.5
R3,268.5,245.0
R1,297.5,277.0
Maxilla 1 crown,393.0,297.0
Maxilla 1 root,370.0,257.0
Mandible 1 crown,386.0,293.5
Mandible 1 root,377.5,325.5
Maxilla 6 distal,325.0,286.0
Maxilla 6 root,333.0,257.0
Mandible 6 distal,325.0,292.5
Mandible 6 root,318.5,321.5
Glabella,385.5,125.5
Soft tissue naison,386.0,161.0
Dorsum of nose,418.0,209.0
pronasale,428.5,229.0
Colunella,421.0,241.5
Subnasalle,401.0,249.5
Soft tissue A point,401.0,253.0
Labrale superius,409.0,273.5
Upper lip,412.5,281.5
Stms,405.5,293.0
Upper embrasure,393.5,293.5
Lower embrasure,389.0,297.0
Stmi,401.5,293.5
Lower lip,409.0,305.5
Labial Inferius,409.0,313.5
Soft tissue b point,404.5,329.5
Soft tissue pogonion,409.0,353.5
Soft tissue Gnathion,401.5,373.0
Soft tissue Menton,381.0,381.0
Cervical point,317.0,409.0
Nasion,376.5,153.0
Sella,265.5,177.0
Porion,229.5,213.0
Orbitale,365.5,205.0
Pterygoid,301.5,205.0
Basion,229.5,249.0
ANS,389.0,245.5
PNS,305.5,245.5
A point,381.5,253.5
B point,389.5,313.0
Protuberance menti,393.5,321.5
Pogonion,397.5,329.0
Menton,389.0,345.5
Go-1 Corpuus left,281.5,317.5
Go-2 Ramus down,249.0,253.0
Articulare,245.0,233.5
R3,277.0,245.0
R1,309.0,269.0
Maxilla 1 crown,393.0,289.0
Maxilla 1 root,374.0,253.0
Mandible 1 crown,386.0,285.0
Mandible 1 root,385.5,309.5
Maxilla 6 distal,329.5,273.5
Maxilla 6 root,337.0,245.5
Mandible 6 distal,329.5,281.0
Mandible 6 root,325.5,313.0
Glabella,390.0,133.5
Soft tissue naison,389.0,166.0
Dorsum of nose,421.5,217.5
pronasale,429.0,237.5
Colunella,421.0,249.5
Subnasalle,405.0,253.5
Soft tissue A point,405.0,257.0
Labrale superius,413.5,269.5
Upper lip,417.0,277.5
Stms,409.0,285.0
Upper embrasure,393.5,282.0
Lower embrasure,393.0,289.0
Stmi,405.0,285.5
Lower lip,417.0,293.0
Labial Inferius,413.5,297.0
Soft tissue b point,409.0,309.5
Soft tissue pogonion,417.0,333.0
Soft tissue Gnathion,413.0,353.5
Soft tissue Menton,393.5,361.5
Cervical point,345.5,393.5
Nasion,386.0,153.5
Sella,261.0,173.5
Porion,221.5,217.0
Orbitale,369.5,213.5
Pterygoid,297.5,209.5
Basion,221.5,261.0
ANS,405.5,257.5
PNS,309.0,265.5
A point,397.5,269.0
B point,393.5,349.0
Protuberance menti,397.5,369.0
Pogonion,397.5,377.5
Menton,385.5,393.5
Go-1 Corpuus left,273.0,365.5
Go-2 Ramus down,245.0,269.0
Articulare,237.0,241.5
R3,277.5,257.5
R1,313.0,297.0
Maxilla 1 crown,409.0,317.0
Maxilla 1 root,389.5,277.0
Mandible 1 crown,405.5,313.5
Mandible 1 root,390.0,345.5
Maxilla 6 distal,341.0,306.0
Maxilla 6 root,349.0,277.5
Mandible 6 distal,341.0,317.0
Mandible 6 root,337.5,345.0
Glabella,405.5,133.5
Soft tissue naison,402.0,169.5
Dorsum of nose,441.5,217.5
pronasale,452.5,241.5
Colunella,441.0,257.5
Subnasalle,425.5,265.0
Soft tissue A point,425.0,269.5
Labrale superius,433.0,293.5
Upper lip,436.5,305.5
Stms,425.0,313.5
Upper embrasure,413.5,313.5
Lower embrasure,409.0,317.0
Stmi,421.0,317.0
Lower lip,429.0,329.0
Labial Inferius,425.0,337.5
Soft tissue b point,417.0,349.0
Soft tissue pogonion,420.5,377.5
Soft tissue Gnathion,409.0,401.0
Soft tissue Menton,389.0,409.0
Cervical point,333.5,437.0
Nasion,349.5,161.0
Sella,217.5,177.0
Porion,173.0,209.0
Orbitale,333.0,217.5
Pterygoid,253.5,213.5
Basion,165.5,253.5
ANS,361.5,274.0
PNS,257.5,269.5
A point,349.5,289.0
B point,333.0,373.0
Protuberance menti,329.5,389.5
Pogonion,329.0,397.0
Menton,318.0,413.5
Go-1 Corpuus left,213.0,345.0
Go-2 Ramus down,192.5,261.0
Articulare,185.0,237.5
R3,229.5,257.0
R1,257.0,297.0
Maxilla 1 crown,357.0,336.5
Maxilla 1 root,341.5,293.0
Mandible 1 crown,346.0,333.0
Mandible 1 root,330.0,365.5
Maxilla 6 distal,285.5,313.5
Maxilla 6 root,297.0,289.0
Mandible 6 distal,285.5,320.5
Mandible 6 root,277.5,349.0
Glabella,369.0,141.0
Soft tissue naison,361.5,177.0
Dorsum of nose,397.0,237.5
pronasale,405.0,261.0
Colunella,397.0,277.0
Subnasalle,377.0,281.5
Soft tissue A point,377.0,289.0
Labrale superius,385.0,305.5
Upper lip,385.0,317.0
Stms,373.5,329.5
Upper embrasure,357.5,330.0
Lower embrasure,353.0,333.5
Stmi,369.0,333.0
Lower lip,381.0,345.0
Labial Inferius,376.5,357.0
Soft tissue b point,361.0,369.0
Soft tissue pogonion,357.0,393.5
Soft tissue Gnathion,345.0,417.0
Soft tissue Menton,317.0,429.0
Cervical point,249.5,421.0
Nasion,370.0,149.0
Sella,253.5,173.0
Porion,217.5,209.5
Orbitale,354.0,197.0
Pterygoid,289.5,201.0
Basion,217.0,249.0
ANS,377.5,234.0
PNS,293.5,245.5
A point,369.5,245.5
B point,358.0,317.0
Protuberance menti,357.5,329.0
Pogonion,357.5,337.0
Menton,346.5,349.5
Go-1 Corpuus left,262.0,309.5
Go-2 Ramus down,237.0,249.5
Articulare,233.0,233.5
R3,266.0,241.0
R1,293.5,265.0
Maxilla 1 crown,381.0,284.5
Maxilla 1 root,362.0,249.0
Mandible 1 crown,373.5,281.5
Mandible 1 root,354.0,313.5
Maxilla 6 distal,305.0,273.5
Maxilla 6 root,321.0,241.5
Mandible 6 distal,305.5,281.0
Mandible 6 root,301.5,309.5
Glabella,386.0,129.5
Soft tissue naison,381.5,165.5
Dorsum of nose,405.0,205.5
pronasale,409.5,221.0
Colunella,405.0,233.5
Subnasalle,393.5,241.0
Soft tissue A point,393.0,245.0
Labrale superius,401.5,261.5
Upper lip,405.0,269.5
Stms,397.0,281.0
Upper embrasure,381.0,281.5
Lower embrasure,377.0,285.0
Stmi,393.0,281.5
Lower lip,400.5,293.0
Labial Inferius,393.0,301.0
Soft tissue b point,381.5,313.0
Soft tissue pogonion,376.5,337.5
Soft tissue Gnathion,365.0,353.0
Soft tissue Menton,349.0,361.5
Cervical point,305.5,369.0
Nasion,322.0,161.0
Sella,189.5,177.0
Porion,149.0,213.5
Orbitale,305.5,214.0
Pterygoid,225.5,209.5
Basion,149.5,257.0
ANS,334.0,265.5
PNS,229.0,269.0
A point,321.5,281.5
B point,305.5,365.0
Protuberance menti,305.5,381.0
Pogonion,305.0,389.0
Menton,293.5,405.5
Go-1 Corpuus left,185.0,349.0
Go-2 Ramus down,169.0,261.0
Articulare,165.5,241.5
R3,201.5,253.5
R1,229.5,293.5
Maxilla 1 crown,333.5,332.5
Maxilla 1 root,313.5,285.0
Mandible 1 crown,325.5,325.5
Mandible 1 root,301.5,358.0
Maxilla 6 distal,253.0,310.0
Maxilla 6 root,265.0,281.0
Mandible 6 distal,249.5,317.0
Mandible 6 root,245.5,348.5
Glabella,337.5,141.5
Soft tissue naison,333.0,174.0
Dorsum of nose,365.0,229.5
pronasale,373.0,250.0
Colunella,365.0,269.5
Subnasalle,349.5,273.5
Soft tissue A point,349.0,281.0
Labrale superius,357.0,297.5
Upper lip,361.0,305.5
Stms,345.5,321.5
Upper embrasure,333.5,321.5
Lower embrasure,329.5,329.0
Stmi,345.5,321.5
Lower lip,353.0,341.5
Labial Inferius,349.5,349.0
Soft tissue b point,333.0,365.0
Soft tissue pogonion,329.0,385.0
Soft tissue Gnathion,317.5,409.0
Soft tissue Menton,293.5,416.5
Cervical point,225.0,409.0
Nasion,361.5,165.0
Sella,253.0,173.0
Porion,217.5,209.0
Orbitale,345.0,213.5
Pterygoid,285.5,205.5
Basion,213.5,245.5
ANS,365.0,254.0
PNS,285.0,249.5
A point,353.5,265.5
B point,341.5,333.5
Protuberance menti,341.5,345.5
Pogonion,341.0,349.5
Menton,330.0,361.5
Go-1 Corpuus left,245.5,310.0
Go-2 Ramus down,233.0,249.0
Articulare,229.0,230.0
R3,258.0,237.5
R1,285.0,269.0
Maxilla 1 crown,361.0,305.0
Maxilla 1 root,349.5,269.0
Mandible 1 crown,353.5,302.0
Mandible 1 root,338.0,329.5
Maxilla 6 distal,293.0,281.5
Maxilla 6 root,309.0,253.5
Mandible 6 distal,293.0,289.5
Mandible 6 root,281.0,317.0
Glabella,377.5,146.0
Soft tissue naison,373.5,178.0
Dorsum of nose,394.0,225.5
pronasale,400.5,241.5
Colunella,389.0,257.5
Subnasalle,377.5,261.0
Soft tissue A point,373.5,265.0
Labrale superius,381.0,285.5
Upper lip,381.0,293.5
Stms,373.5,301.0
Upper embrasure,361.5,302.0
Lower embrasure,357.0,305.0
Stmi,369.0,301.0
Lower lip,376.5,313.0
Labial Inferius,373.0,321.0
Soft tissue b point,361.0,333.0
Soft tissue pogonion,360.5,349.5
Soft tissue Gnathion,349.0,365.5
Soft tissue Menton,329.5,373.0
Cervical point,273.0,365.0
Nasion,397.0,184.5
Sella,269.5,177.0
Porion,221.0,205.5
Orbitale,369.5,233.0
Pterygoid,297.0,213.5
Basion,217.5,249.0
ANS,389.0,285.5
PNS,293.0,266.0
A point,377.0,297.0
B point,361.5,377.0
Protuberance menti,361.5,393.5
Pogonion,361.5,405.5
Menton,346.0,421.0
Go-1 Corpuus left,249.0,349.5
Go-2 Ramus down,236.5,257.0
Articulare,233.0,233.0
R3,269.5,250.5
R1,293.0,297.0
Maxilla 1 crown,385.0,340.5
Maxilla 1 root,373.5,297.5
Mandible 1 crown,378.0,337.0
Mandible 1 root,361.5,369.5
Maxilla 6 distal,317.0,317.5
Maxilla 6 root,329.0,289.0
Mandible 6 distal,317.5,325.0
Mandible 6 root,309.5,357.5
Glabella,417.0,165.0
Soft tissue naison,406.0,201.0
Dorsum of nose,426.0,257.0
pronasale,433.0,281.5
Colunella,421.0,293.5
Subnasalle,405.0,297.0
Soft tissue A point,401.5,301.0
Labrale superius,409.0,317.5
Upper lip,412.5,325.5
Stms,401.0,337.0
Upper embrasure,389.5,334.5
Lower embrasure,385.0,340.5
Stmi,397.5,337.0
Lower lip,405.0,353.5
Labial Inferius,401.0,357.5
Soft tissue b point,389.0,373.0
Soft tissue pogonion,385.0,401.0
Soft tissue Gnathion,369.0,425.5
Soft tissue Menton,349.5,437.0
Cervical point,293.5,437.0
Nasion,373.5,141.0
Sella,265.5,177.0
Porion,229.5,213.5
Orbitale,365.0,194.0
Pterygoid,301.0,201.5
Basion,229.5,253.5
ANS,397.0,237.5
PNS,306.0,249.5
A point,385.0,249.5
B point,389.5,321.5
Protuberance menti,393.0,333.0
Pogonion,393.0,341.5
Menton,385.5,354.0
Go-1 Corpuus left,281.5,321.5
Go-2 Ramus down,252.5,256.5
Articulare,245.0,237.0
R3,277.5,241.5
R1,309.5,273.0
Maxilla 1 crown,401.5,293.0
Maxilla 1 root,378.0,253.0
Mandible 1 crown,393.5,289.5
Mandible 1 root,386.0,317.5
Maxilla 6 distal,325.0,282.0
Maxilla 6 root,337.0,249.5
Mandible 6 distal,325.5,289.0
Mandible 6 root,325.5,321.0
Glabella,385.5,121.5
Soft tissue naison,385.5,153.0
Dorsum of nose,425.5,197.5
pronasale,433.5,221.5
Colunella,429.0,233.5
Subnasalle,413.0,242.0
Soft tissue A point,413.5,248.5
Labrale superius,421.5,265.5
Upper lip,425.5,273.5
Stms,417.0,285.0
Upper embrasure,401.5,285.5
Lower embrasure,397.0,293.0
Stmi,413.0,285.5
Lower lip,421.0,297.0
Labial Inferius,421.0,305.0
Soft tissue b point,413.5,317.0
Soft tissue pogonion,417.0,341.0
Soft tissue Gnathion,409.0,361.5
Soft tissue Menton,389.0,369.5
Cervical point,325.0,401.0
Nasion,372.5,128.0
Sella,257.0,177.0
Porion,226.0,213.5
Orbitale,365.0,181.5
Pterygoid,293.5,193.0
Basion,233.0,249.0
ANS,397.0,225.5
PNS,309.0,241.0
A point,389.5,237.0
B point,393.5,313.0
Protuberance menti,397.0,325.5
Pogonion,397.5,333.5
Menton,389.5,353.5
Go-1 Corpuus left,289.0,317.5
Go-2 Ramus down,253.0,253.0
Articulare,245.0,233.5
R3,281.0,237.5
R1,317.0,265.0
Maxilla 1 crown,405.0,281.0
Maxilla 1 root,382.0,241.5
Mandible 1 crown,398.0,277.5
Mandible 1 root,386.0,309.5
Maxilla 6 distal,337.5,274.0
Maxilla 6 root,345.0,245.5
Mandible 6 distal,341.0,281.0
Mandible 6 root,337.0,313.0
Glabella,385.0,109.0
Soft tissue naison,385.5,141.0
Dorsum of nose,425.5,189.0
pronasale,437.0,209.5
Colunella,429.0,225.5
Subnasalle,413.0,233.5
Soft tissue A point,413.0,237.5
Labrale superius,421.5,257.5
Upper lip,429.0,265.5
Stms,417.0,277.5
Upper embrasure,405.5,277.5
Lower embrasure,401.5,281.0
Stmi,413.0,281.0
Lower lip,421.5,289.5
Labial Inferius,421.0,297.0
Soft tissue b point,413.0,309.0
Soft tissue pogonion,420.5,337.0
Soft tissue Gnathion,413.0,357.0
Soft tissue Menton,393.5,369.0
Cervical point,345.0,389.0
Nasion,393.0,149.0
Sella,269.5,173.0
Porion,225.5,213.5
Orbitale,373.0,209.0
Pterygoid,305.0,205.5
Basion,229.5,253.5
ANS,397.5,253.5
PNS,313.0,257.5
A point,385.5,261.5
B point,401.5,329.0
Protuberance menti,409.0,337.5
Pogonion,413.0,345.0
Menton,401.5,365.0
Go-1 Corpuus left,285.0,333.5
Go-2 Ramus down,249.0,261.0
Articulare,245.0,241.5
R3,284.5,253.5
R1,317.0,281.5
Maxilla 1 crown,401.5,301.0
Maxilla 1 root,378.0,265.0
Mandible 1 crown,394.0,297.5
Mandible 1 root,393.5,329.5
Maxilla 6 distal,337.0,289.5
Maxilla 6 root,341.0,257.5
Mandible 6 distal,337.0,297.0
Mandible 6 root,337.0,329.5
Glabella,409.0,129.0
Soft tissue naison,401.0,165.5
Dorsum of nose,437.0,217.5
pronasale,449.0,241.5
Colunella,441.0,256.5
Subnasalle,421.5,261.5
Soft tissue A point,417.0,265.0
Labrale superius,425.0,281.0
Upper lip,429.5,285.0
Stms,421.0,297.0
Upper embrasure,401.0,297.5
Lower embrasure,401.5,301.0
Stmi,417.0,297.0
Lower lip,425.0,309.5
Labial Inferius,425.0,313.0
Soft tissue b point,421.0,325.0
Soft tissue pogonion,428.5,345.0
Soft tissue Gnathion,425.0,373.0
Soft tissue Menton,405.5,381.0
Cervical point,349.0,397.0
Nasion,333.0,133.5
Sella,201.5,149.0
Porion,157.5,193.0
Orbitale,321.0,189.5
Pterygoid,245.5,189.5
Basion,153.0,241.0
ANS,349.5,245.5
PNS,246.0,245.5
A point,341.5,261.0
B point,317.0,349.0
Protuberance menti,313.0,365.5
Pogonion,309.5,377.0
Menton,293.5,393.5
Go-1 Corpuus left,189.5,337.5
Go-2 Ramus down,177.0,245.0
Articulare,173.5,225.5
R3,213.5,237.0
R1,245.0,273.0
Maxilla 1 crown,345.5,317.0
Maxilla 1 root,337.5,265.0
Mandible 1 crown,337.5,313.5
Mandible 1 root,314.0,341.5
Maxilla 6 distal,276.5,293.5
Maxilla 6 root,289.0,265.0
Mandible 6 distal,276.5,301.0
Mandible 6 root,265.0,329.5
Glabella,349.0,113.5
Soft tissue naison,345.0,149.5
Dorsum of nose,382.0,205.5
pronasale,392.5,229.5
Colunella,385.0,249.0
Subnasalle,369.5,253.5
Soft tissue A point,365.0,261.0
Labrale superius,373.0,285.0
Upper lip,373.5,297.5
Stms,361.0,313.0
Upper embrasure,349.5,310.0
Lower embrasure,345.5,317.0
Stmi,357.0,313.5
Lower lip,365.0,324.5
Labial Inferius,357.0,337.0
Soft tissue b point,341.0,349.0
Soft tissue pogonion,337.0,369.5
Soft tissue Gnathion,321.0,393.0
Soft tissue Menton,297.0,405.0
Cervical point,237.0,409.5
Nasion,336.5,108.5
Sella,193.5,153.0
Porion,153.5,201.0
Orbitale,321.0,173.0
Pterygoid,237.5,181.5
Basion,153.5,245.0
